"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/2000","-85.625","37.9357986450195","244","14.091","3.65699999999998","1.156997556","3.92712652770187","0.946094274176451","1.396349892",
"1/2/2000","-85.625","37.9357986450195","244","16.329","12.647","11.140826616","8.4355031810412","0.879343390238493","2.96606196",
"1/3/2000","-85.625","37.9357986450195","244","17.6","13.388","68.863698","6.14867185036294","0.92553478916526","1.26691902",
"1/4/2000","-85.625","37.9357986450195","244","15.161","-1.96800000000002","9.849944844","6.81227988279883","0.824173077177674","3.45673098",
"1/5/2000","-85.625","37.9357986450195","244","1.74599999999998","-2.42700000000002","0.1441955448","2.90460094669496","0.640070702531427","10.38645504",
"1/6/2000","-85.625","37.9357986450195","244","9.68299999999999","-2.21600000000001","0","4.71910609117418","0.619544241390138","10.74696012",
"1/7/2000","-85.625","37.9357986450195","244","6.97000000000003","-1.89800000000002","0","3.64259533090316","0.771843555661093","10.81766124",
"1/8/2000","-85.625","37.9357986450195","244","7.30200000000002","-1.66899999999998","0.1991270304","3.00254889859121","0.68559456752183","4.77134784",
"1/9/2000","-85.625","37.9357986450195","244","10.135","1.81200000000001","1.352691108","3.32027469784258","0.949550094926439","1.76248116",
"1/10/2000","-85.625","37.9357986450195","244","11.175","6.37700000000001","0.4257200304","7.4073133195593","0.775632060519554","7.80586902",
"1/11/2000","-85.625","37.9357986450195","244","9.02600000000001","-0.100999999999999","0","6.33116771928858","0.599960899504571","11.14092756",
"1/12/2000","-85.625","37.9357986450195","244","13.648","-0.975000000000023","0.034332264","4.62872226653339","0.709964382504672","10.6559982",
"1/13/2000","-85.625","37.9357986450195","244","15.147","-1.85199999999998","2.97661104","7.65920055441984","0.75716866030077","11.15268156",
"1/14/2000","-85.625","37.9357986450195","244","2.31900000000002","-3.97899999999999","0","2.58334192864899","0.615381451041355","11.27851848",
"1/15/2000","-85.625","37.9357986450195","244","10.74","-2.14999999999998","0","7.06995111343015","0.480714342148924","9.93166992",
"1/16/2000","-85.625","37.9357986450195","244","12.348","0.922000000000025","0.7175445264","6.91175179875172","0.780557527914745","2.18739402",
"1/17/2000","-85.625","37.9357986450195","244","2.59500000000003","-3.58499999999998","2.715685524","6.52758346240613","0.545352239223899","6.30101016",
